Bike number,Bike serviceable,Station number,Station name,Station capacity
W21252,t,31256,10th & E St NW,17
W21253,t,31601,19th & East Capitol St SE,9
W21254,t,31223,Convention Center / 7th & M St NW,21
W21255,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W21256,t,31268,12th & U St NW,36
W21257,t,31235,19th St & Constitution Ave NW,14
W21258,t,32221,Greensboro & International Dr,2
W21259,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W21260,t,31617,Bladensburg Rd & Benning Rd NE,24
W21261,t,31910,Potomac Ave & Main Line Blvd,10
W21262,t,31228,8th & H St NW,24
W21263,t,31232,7th & F St NW/Portrait Gallery,23
W21264,t,31103,16th & Harvard St NW,17
W21265,t,31084,Ballenger Ave & Dulaney St,11
W21266,t,32043,Veterans Pl & Pershing Dr ,12
W21267,t,31632,15th & F St NE,25
W21268,t,31263,10th & K St NW,14
W21269,f,,,
W21270,f,,,
W21271,t,31055,28th St S & S Meade St,21
W21272,t,31633,Independence Ave & L'Enfant Plaza SW/DOE,13
W21273,t,31408,Takoma Metro,12
W21275,t,31625,3rd & G St SE,27
W21277,t,32066,Windham Ln & Amherst Ave,8
W21278,t,31212,21st & M St NW,17
W21279,t,31011,23rd & Crystal Dr,20
W21280,t,31632,15th & F St NE,25
W21281,t,31122,16th & Irving St NW,8
W21282,t,31061,S Kenmore & 24th St S,7
W21283,t,31623,Columbus Circle / Union Station,51
W21284,t,31616,3rd & H St NE,28
W21285,t,31058,S Oakland St & Columbia Pike,12
W21286,f,,,
W21287,t,31213,17th & K St NW,8
W21288,t,31066,Columbia Pike & S Orme St,12
W21289,t,31511,12th & Irving St NE,16
W21290,t,31115,Columbia Rd & Georgia Ave NW,22
W21291,t,31641,2nd St & Massachusetts Ave NE,33
W21292,t,31237,25th St & Pennsylvania Ave NW,18
W21293,f,,,
W21294,t,31913,Commonwealth & E Monroe Ave,14
W21295,t,31631,8th & F St NE,19
W21296,t,31277,17th & G St NW,5
W21297,t,31268,12th & U St NW,36
W21298,f,,,
W21300,t,32043,Veterans Pl & Pershing Dr ,12
W21301,t,31302,Wisconsin Ave & Newark St NW,13
W21302,t,31098,King St Metro North / Cameron St,19
W21303,t,31265,5th St & Massachusetts Ave NW,24
W21304,t,31521,18th & Monroe St NE,17
W21305,t,31272,Washington & Independence Ave SW/HHS,14
W21307,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W21308,t,31916,Potomac & Swann Ave,27
W21309,t,31209,1st & N St  SE,35
W21311,t,31604,3rd & H St NW,16
W21312,f,,,
W21313,t,31040,Fairfax Dr & Kenmore St,6
W21314,t,31605,3rd & D St SE,15
W21316,t,31006,S Joyce & Army Navy Dr,22
W21317,t,31050,Barton St & 10th St N,9
W21318,t,32025,Carroll & Westmoreland Ave,6
W21319,f,,,
W21320,t,31097,Saint Asaph & Madison St,21
W21321,t,31612,D St & Maryland Ave NE,28
W21322,t,31005,Pentagon City Metro / 12th & S Hayes St,17
W21323,f,,,
W21324,t,31645,6th & K St NE,23
W21326,t,31071,Long Bridge Park/Long Bridge Dr & 6th St S,12
W21327,t,31264,6th St & Indiana Ave NW,13
W21328,t,32049,Washington Adventist U / Flower Ave & Division St,14
W21329,t,32015,Crabbs Branch Way & Redland Rd,12
W21330,t,31228,8th & H St NW,24
W21331,t,32010,Philadelphia & Maple Ave,28
W21332,t,31620,5th & F St NW,19
W21333,f,,,
W21334,t,31040,Fairfax Dr & Kenmore St,6
W21336,t,31249,Jefferson Memorial,31
W21337,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W21338,t,31118,3rd & Elm St NW,20
W21339,t,31245,7th & R St NW / Shaw Library,26
W21340,t,32204,Tysons Corner Station,9
W21341,t,31019,Wilson Blvd & N Edgewood St,13
W21342,t,31008,12th & Army Navy Dr,13
W21343,t,31712,Oklahoma Ave & D St NE,27
W21344,t,31083,Potomac Greens Dr & Slaters Ln,18
W21345,t,31801,Anacostia Metro,14
W21346,t,31232,7th & F St NW/Portrait Gallery,23
W21347,t,31412,3rd St & Riggs Rd NE,20
W21349,t,31111,10th & U St NW,17
W21350,t,31908,Radford & Osage St,12
W21351,t,31108,4th & M St SW,28
W21352,t,31509,New Jersey Ave & R St NW,27
W21353,t,31098,King St Metro North / Cameron St,19
W21354,t,31244,4th & E St SW,19
W21355,t,32205,Westpark & Jones Branch Dr,11
W21356,t,31245,7th & R St NW / Shaw Library,26
W21357,t,31244,4th & E St SW,19
W21358,t,31519,1st & O St NW,19
W21359,t,32011,Maple & Ritchie Ave,28
W21360,t,31203,14th & Rhode Island Ave NW,20
W21361,t,32043,Veterans Pl & Pershing Dr ,12
W21362,t,31223,Convention Center / 7th & M St NW,21
W21364,t,32015,Crabbs Branch Way & Redland Rd,12
W21365,t,31518,New York Ave & Hecht Ave NE,24
W21366,t,31003,15th & Crystal Dr,7
W21368,t,31521,18th & Monroe St NE,17
W21369,t,31611,13th & H St NE,29
W21370,t,31202,14th & R St NW,20
W21371,t,31286,11th & O St NW,19
W21372,t,31281,8th & O St NW,26
W21373,f,,,
W21374,t,31010,S Glebe & Potomac Ave,15
W21375,t,31268,12th & U St NW,36
W21376,t,31517,Union Market/6th St & Neal Pl NE,16
W21377,t,31625,3rd & G St SE,27
W21378,t,31067,Columbia Pike & S Walter Reed Dr,12
W21379,t,31101,14th & V St NW,42
W21380,t,32006,13th St & Eastern Ave,9
W21381,t,31600,5th & K St NW,28
W21383,t,31029,N Veitch  & 20th St N,20
W21384,t,31632,15th & F St NE,25
W21385,t,31053,Columbia Pike & S Courthouse Rd,12
W21386,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W21387,t,31640,Maryland Ave & E St NE,23
W21388,t,31307,3000 Connecticut Ave NW / National Zoo,11
W21389,t,31603,1st & M St NE,17
W21391,t,31119,14th & Belmont St NW,14
W21392,t,31119,14th & Belmont St NW,14
W21393,f,,,
W21394,t,31247,Jefferson Dr & 14th St SW,14
W21395,t,31241,Thomas Circle,6
W21396,t,32212,New Dominion Pkwy & Fountain Dr,5
W21397,t,31115,Columbia Rd & Georgia Ave NW,22
W21398,t,32049,Washington Adventist U / Flower Ave & Division St,14
W21399,t,31266,11th & M St NW,14
W21401,f,,,
W21402,t,31041,Prince St & Union St,23
W21403,f,,,
W21404,f,,,
W21405,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W21406,t,31640,Maryland Ave & E St NE,23
W21407,t,31079,Lee Hwy & N Cleveland St,18
W21408,t,32010,Philadelphia & Maple Ave,28
W21409,t,31294,7th & E St SW,6
W21411,t,32037,King Farm Blvd & Pleasant Dr,16
W21412,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W21413,t,31623,Columbus Circle / Union Station,51
W21414,t,31627,M St & Delaware Ave NE,21
W21416,t,31087,Monroe Ave & Leslie Ave,11
W21417,t,31615,6th & H St NE,35
W21418,t,31250,20th & L St NW,4
W21419,f,,,
W21420,t,31244,4th & E St SW,19
W21421,t,32015,Crabbs Branch Way & Redland Rd,12
W21422,t,31520,24th & R St NE / National Arboretum,10
W21423,t,32035,Georgia Ave & Spring St,9
W21424,t,31612,D St & Maryland Ave NE,28
W21426,t,31101,14th & V St NW,42
W21428,f,,,
W21429,t,32029,Offutt Ln & Chevy Chase Dr,7
W21430,t,31211,Kennedy Center,10
W21431,t,32011,Maple & Ritchie Ave,28
W21432,t,31019,Wilson Blvd & N Edgewood St,13
W21433,t,31053,Columbia Pike & S Courthouse Rd,12
W21434,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W21435,f,,,
W21436,t,31060,S Arlington Mill Dr & Campbell Ave,12
W21437,t,32010,Philadelphia & Maple Ave,28
W21438,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W21439,t,31204,20th & E St NW,14
W21440,t,31071,Long Bridge Park/Long Bridge Dr & 6th St S,12
W21441,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W21442,t,32052,Key West Ave & Siesta Key Way,10
W21444,t,31042,Market Square / King St & Royal St,13
W21445,t,31009,27th & Crystal Dr,12
W21446,t,31038,Glebe Rd & 11th St N,12
W21447,t,31022,Clarendon Metro / Wilson Blvd & N Highland St,11
W21448,f,,,
W21449,t,31244,4th & E St SW,19
W21450,t,31107,Lamont & Mt Pleasant NW,25
W21451,t,31235,19th St & Constitution Ave NW,14
W21452,t,31505,Eckington Pl & Q St NE,16
W21453,t,32010,Philadelphia & Maple Ave,28
W21454,t,32045,Shady Grove Metro West,16
W21456,t,31107,Lamont & Mt Pleasant NW,25
W21457,t,31805,Pennsylvania & Minnesota Ave SE,8
W21458,t,31056,S Troy St & 26th St S,9
W21459,f,,,
W21460,f,,,
W21461,t,31520,24th & R St NE / National Arboretum,10
W21462,t,31312,Wisconsin Ave & O St NW,16
W21463,t,32029,Offutt Ln & Chevy Chase Dr,7
W21464,t,31225,C & O Canal & Wisconsin Ave NW,3
W21465,t,31042,Market Square / King St & Royal St,13
W21466,t,31615,6th & H St NE,35
W21467,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W21469,t,31915,Powhatan St & Bashford Ln,9
W21470,t,31107,Lamont & Mt Pleasant NW,25
W21471,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W21472,t,31012,26th & S Clark St,11
W21473,t,31278,18th & R St NW,11
W21474,t,31314,34th & Water St NW,24
W21475,t,31265,5th St & Massachusetts Ave NW,24
W21476,t,31612,D St & Maryland Ave NE,28
W21477,t,31002,20th & Crystal Dr,15
W21478,t,31247,Jefferson Dr & 14th St SW,14
W21479,t,31615,6th & H St NE,35
W21480,t,31639,2nd & G St NE,36
W21481,t,31620,5th & F St NW,19
W21482,t,31909,Mount Vernon Ave & Four Mile Run Park,13
W21483,t,31034,N Randolph St & Fairfax Dr,13
W21484,t,31509,New Jersey Ave & R St NW,27
W21485,t,31625,3rd & G St SE,27
W21486,f,,,
W21487,t,31406,14th & Upshur St NW,7
W21488,t,31521,18th & Monroe St NE,17
W21489,t,31230,Metro Center / 12th & G St NW,4
W21490,t,31623,Columbus Circle / Union Station,51
W21491,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W21492,t,31111,10th & U St NW,17
W21493,t,31214,17th & Corcoran St NW,30
W21494,t,31268,12th & U St NW,36
W21495,t,31712,Oklahoma Ave & D St NE,27
W21496,t,31114,18th St & Wyoming Ave NW,17
W21497,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W21498,t,31118,3rd & Elm St NW,20
W21499,t,31400,Georgia & New Hampshire Ave NW,18
W21500,t,31274,10th & G St NW,14
W21501,f,,,
W21502,t,31101,14th & V St NW,42
W21503,f,,,
W21504,t,31615,6th & H St NE,35
W21505,t,31029,N Veitch  & 20th St N,20
W21506,t,31223,Convention Center / 7th & M St NW,21
W21507,t,31095,Army Navy Dr & S Nash St,14
W21508,t,31108,4th & M St SW,28
W21509,t,31903,Royal & Wilkes St,17
W21510,t,31225,C & O Canal & Wisconsin Ave NW,3
W21511,t,31111,10th & U St NW,17
W21512,t,31016,Clarendon Blvd & Pierce St,17
W21513,t,31014,Lynn & 19th St North,28
W21514,t,31043,Saint Asaph St & Pendleton  St,17
W21515,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W21517,t,31903,Royal & Wilkes St,17
W21518,t,32006,13th St & Eastern Ave,9
W21519,t,32045,Shady Grove Metro West,16
W21520,t,31209,1st & N St  SE,35
W21521,t,31705,Benning Branch Library,9
W21522,t,31609,6th & Water St SW / SW Waterfront,26
W21523,t,32029,Offutt Ln & Chevy Chase Dr,7
W21524,t,32040,Friendship Blvd & Willard Ave,19
W21525,t,31055,28th St S & S Meade St,21
W21526,t,31500,4th & W St NE,19
W21527,t,31042,Market Square / King St & Royal St,13
W21528,t,31112,Harvard St & Adams Mill Rd NW,17
W21529,t,31517,Union Market/6th St & Neal Pl NE,16
W21530,t,32063,Amherst Ave & Elkins St,12
W21531,t,31027,Key Blvd & N Quinn St,7
W21532,t,32045,Shady Grove Metro West,16
W21533,f,,,
W21534,t,31806,Congress Heights Metro,13
W21536,t,31644,12th St & Pennsylvania Ave SE,25
W21537,t,31101,14th & V St NW,42
W21538,t,31013,23rd & Eads St,17
W21539,t,31519,1st & O St NW,19
W21540,t,31075,Rolfe St & 9th St S,13
W21541,f,,,
W21542,t,31214,17th & Corcoran St NW,30
W21543,t,31626,15th St & Massachusetts Ave SE,23
W21544,t,31231,14th & D St NW / Ronald Reagan Building,11
W21545,t,31237,25th St & Pennsylvania Ave NW,18
W21546,f,,,
W21547,t,31039,Wilson Blvd & N Quincy St,7
W21548,t,31615,6th & H St NE,35
W21549,t,32018,Needwood Rd & Eagles Head Ct,8
W21550,t,32049,Washington Adventist U / Flower Ave & Division St,14
W21551,t,31635,Potomac Ave & 8th St SE,9
W21552,t,31241,Thomas Circle,6
W21553,f,,,
W21554,t,31408,Takoma Metro,12
W21555,t,31103,16th & Harvard St NW,17
W21556,f,,,
W21557,t,31913,Commonwealth & E Monroe Ave,14
W21558,t,31414,Georgia Ave & Piney Branch Rd NW,12
W21559,t,31506,1st & Rhode Island Ave NW,18
W21560,t,31521,18th & Monroe St NE,17
W21563,t,31203,14th & Rhode Island Ave NW,20
W21564,t,32032,Fleet St & Ritchie Pkwy,17
W21565,t,32214,Reston Town Center Transit Station,17
W21566,t,31916,Potomac & Swann Ave,27
W21567,t,32058,Sligo Ave & Carroll Ln,7
W21568,t,31519,1st & O St NW,19
W21569,t,31260,23rd & E St NW ,6
W21570,f,,,
W21571,t,32043,Veterans Pl & Pershing Dr ,12
W21572,t,31286,11th & O St NW,19
W21573,t,31254,15th & K St NW,13
W21574,f,,,
W21576,f,,,
W21577,t,31509,New Jersey Ave & R St NW,27
W21578,t,31102,11th & Kenyon St NW,30
W21579,t,31266,11th & M St NW,14
W21580,f,,,
W21581,t,31267,17th St & Massachusetts Ave NW,11
W21582,t,31034,N Randolph St & Fairfax Dr,13
W21583,t,31079,Lee Hwy & N Cleveland St,18
W21584,f,,,
W21585,t,32046,River Rd & Landy Ln,19
W21586,t,31614,11th & H St NE,23
W21587,t,31314,34th & Water St NW,24
W21588,t,31711,Deanwood Rec Center,6
W21589,t,31118,3rd & Elm St NW,20
W21591,t,31102,11th & Kenyon St NW,30
W21592,t,31628,1st & K St SE,23
W21593,t,31611,13th & H St NE,29
W21594,t,31094,Lee Hwy & N Kirkwood Rd,23
W21595,t,31209,1st & N St  SE,35
W21596,t,31258,Lincoln Memorial,10
W21597,t,31268,12th & U St NW,36
W21599,t,32010,Philadelphia & Maple Ave,28
W21600,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W21601,f,,,
W21602,t,32035,Georgia Ave & Spring St,9
W21603,f,,,
W21604,t,31111,10th & U St NW,17
W21605,t,31314,34th & Water St NW,24
W21606,t,31063,S George Mason Dr & Four Mile Run,14
W21607,t,31628,1st & K St SE,23
W21608,t,31620,5th & F St NW,19
W21609,f,,,
W21610,t,31624,North Capitol St & F St NW,24
W21611,t,31095,Army Navy Dr & S Nash St,14
W21612,f,,,
W21613,t,31115,Columbia Rd & Georgia Ave NW,22
W21614,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W21615,t,31114,18th St & Wyoming Ave NW,17
W21616,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W21618,t,31600,5th & K St NW,28
W21619,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W21620,t,31265,5th St & Massachusetts Ave NW,24
W21621,t,31056,S Troy St & 26th St S,9
W21622,t,31071,Long Bridge Park/Long Bridge Dr & 6th St S,12
W21623,t,31629,8th & East Capitol St NE,10
W21624,t,31235,19th St & Constitution Ave NW,14
W21625,t,31256,10th & E St NW,17
W21626,t,31628,1st & K St SE,23
W21627,t,31521,18th & Monroe St NE,17
W21628,t,31623,Columbus Circle / Union Station,51
W21630,t,31902,Wilson Blvd & N Illinois St ,17
W21632,t,31281,8th & O St NW,26
W21634,t,31262,11th & F St NW,8
W21636,t,31071,Long Bridge Park/Long Bridge Dr & 6th St S,12
W21637,t,31625,3rd & G St SE,27
W21638,f,,,
W21639,t,31623,Columbus Circle / Union Station,51
W21640,f,,,
W21641,f,,,
W21642,t,31623,Columbus Circle / Union Station,51
W21643,t,31117,15th & Euclid St  NW,15
W21644,t,31607,14th & D St SE,21
W21645,t,31054,Walter Reed Community Center / Walter Reed Dr & 16th St S,8
W21646,t,31318,Connecticut Ave & Yuma St NW,23
W21647,t,31232,7th & F St NW/Portrait Gallery,23
W21648,t,32214,Reston Town Center Transit Station,17
W21649,t,31268,12th & U St NW,36
W21650,t,31105,14th & Harvard St NW,12
W21651,f,,,
W21652,t,31803,Good Hope Rd & 14th St SE,19
W21653,f,,,
W21654,t,31109,7th & T St NW,29
W21655,t,31108,4th & M St SW,28
W21656,t,31045,Commerce St & Fayette St,12
W21657,t,31011,23rd & Crystal Dr,20
W21659,t,31318,Connecticut Ave & Yuma St NW,23
W21660,t,31014,Lynn & 19th St North,28
W21661,t,31506,1st & Rhode Island Ave NW,18
W21662,t,31266,11th & M St NW,14
W21663,t,31115,Columbia Rd & Georgia Ave NW,22
W21664,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W21665,t,31638,1st & H St NW,18
W21666,t,31616,3rd & H St NE,28
W21667,t,31102,11th & Kenyon St NW,30
W21668,t,31051,Arlington Blvd & N Queen St,17
W21670,t,31624,North Capitol St & F St NW,24
W21671,t,31236,37th & O St NW / Georgetown University,5
W21672,t,32016,Fallsgrove Dr & W Montgomery Ave,11
W21673,t,31245,7th & R St NW / Shaw Library,26
W21674,t,31632,15th & F St NE,25
W21675,t,31603,1st & M St NE,17
W21676,t,31621,4th & D St NW / Judiciary Square,16
W21677,f,,,
W21678,t,31048,King St Metro South,6
W21679,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W21680,t,31268,12th & U St NW,36
W21681,f,,,
W21682,f,,,
W21684,t,31105,14th & Harvard St NW,12
W21685,t,31306,39th & Calvert St NW / Stoddert,15
W21686,t,31012,26th & S Clark St,11
W21687,t,32037,King Farm Blvd & Pleasant Dr,16
W21688,t,32215,Reston Station,16
W21690,t,31628,1st & K St SE,23
W21691,t,32011,Maple & Ritchie Ave,28
W21692,f,,,
W21693,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W21694,t,31094,Lee Hwy & N Kirkwood Rd,23
W21695,t,32052,Key West Ave & Siesta Key Way,10
W21696,t,31265,5th St & Massachusetts Ave NW,24
W21698,t,32020,Crabbs Branch Way & Calhoun Pl,6
W21700,t,31268,12th & U St NW,36
W21701,t,31615,6th & H St NE,35
W21702,t,31232,7th & F St NW/Portrait Gallery,23
W21703,t,31206,19th & E Street NW,6
W21704,t,31103,16th & Harvard St NW,17
W21705,t,31918,Madison & Fairfax St,15
W21706,t,31405,Georgia Ave & Emerson St NW,21
W21707,t,31805,Pennsylvania & Minnesota Ave SE,8
W21708,t,31506,1st & Rhode Island Ave NW,18
W21709,t,31627,M St & Delaware Ave NE,21
W21710,t,31401,14th St & Spring Rd NW,15
W21711,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W21712,t,32012,Silver Spring Metro/Colesville Rd & Wayne Ave,8
W21713,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W21714,t,31641,2nd St & Massachusetts Ave NE,33
W21715,t,32008,Cordell & Norfolk Ave,10
W21716,t,31265,5th St & Massachusetts Ave NW,24
W21717,t,31305,Connecticut Ave & Newark St NW / Cleveland Park,16
W21718,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W21719,t,31916,Potomac & Swann Ave,27
W21720,t,31281,8th & O St NW,26
W21721,t,31645,6th & K St NE,23
W21722,t,31634,3rd & Tingey St SE,6
W21724,t,31600,5th & K St NW,28
W21726,t,31623,Columbus Circle / Union Station,51
W21727,t,31712,Oklahoma Ave & D St NE,27
W21728,t,31063,S George Mason Dr & Four Mile Run,14
W21729,t,31108,4th & M St SW,28
W21730,t,31611,13th & H St NE,29
W21731,t,31639,2nd & G St NE,36
W21732,t,31629,8th & East Capitol St NE,10
W21733,t,31644,12th St & Pennsylvania Ave SE,25
W21734,t,31803,Good Hope Rd & 14th St SE,19
W21735,t,31812,16th & Q St SE / Anacostia HS,14
W21736,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W21737,t,31278,18th & R St NW,11
W21738,t,32007,E Montgomery Ave & Maryland Ave,15
W21739,t,31091,S Joyce & 16th St S,16
W21740,f,,,
W21741,f,,,
W21743,t,31644,12th St & Pennsylvania Ave SE,25
W21744,t,31229,New Hampshire Ave & T St NW,25
W21745,f,,,
W21746,f,,,
W21747,t,31612,D St & Maryland Ave NE,28
W21748,t,31087,Monroe Ave & Leslie Ave,11
W21749,t,31125,15th & W St NW,24
W21750,t,32017,Monroe St & Monroe Pl,11
W21751,t,31101,14th & V St NW,42
W21753,t,31228,8th & H St NW,24
W21754,t,31003,15th & Crystal Dr,7
W21755,t,31616,3rd & H St NE,28
W21757,t,31628,1st & K St SE,23
W21758,t,31097,Saint Asaph & Madison St,21
W21759,f,,,
W21760,t,31400,Georgia & New Hampshire Ave NW,18
W21761,t,32057,Pooks Hill Rd & Linden Ave,7
W21762,t,31112,Harvard St & Adams Mill Rd NW,17
W21763,t,32215,Reston Station,16
W21764,t,31268,12th & U St NW,36
W21765,f,,,
W21766,t,31618,4th & East Capitol St NE,16
W21767,t,32215,Reston Station,16
W21768,t,32054,Lyttonsville Rd & Lyttonsville Pl,10
W21769,t,31623,Columbus Circle / Union Station,51
W21770,f,,,
W21771,t,31219,10th St & Constitution Ave NW,13
W21773,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W21774,t,31101,14th & V St NW,42
W21775,t,32006,13th St & Eastern Ave,9
W21777,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W21778,f,,,
W21779,t,31279,19th & G St NW,5
W21780,t,31280,11th & S St NW,35
W21781,t,31090,6th & S Ball St,13
W21782,t,32026,Carroll & Ethan Allen Ave,17
W21783,t,31093,21st St N & N Pierce St,3
W21785,t,31906,Commonwealth Ave & Oak St,18
W21786,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W21787,t,31643,1st & D St SE,17
W21788,t,31023,Fairfax Dr & Wilson Blvd,14
W21790,t,32223,North Shore Dr & Village Rd,14
W21791,t,31623,Columbus Circle / Union Station,51
W21792,t,31107,Lamont & Mt Pleasant NW,25
W21794,t,31630,15th & East Capitol St NE,18
W21795,t,32032,Fleet St & Ritchie Pkwy,17
W21796,t,31280,11th & S St NW,35
W21797,f,,,
W21798,f,,,
W21800,t,31614,11th & H St NE,23
W21801,t,31064,S Stafford & 34th St S,7
W21802,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W21804,t,31632,15th & F St NE,25
W21805,t,31518,New York Ave & Hecht Ave NE,24
W21806,t,31503,Florida Ave & R St NW,27
W21807,t,31280,11th & S St NW,35
W21808,t,31107,Lamont & Mt Pleasant NW,25
W21810,t,31639,2nd & G St NE,36
W21811,f,,,
W21813,t,31602,Park Rd & Holmead Pl NW,5
W21814,t,31622,13th & D St NE,35
W21815,f,,,
W21816,t,32056,East West Hwy & 16th St,6
W21817,t,31318,Connecticut Ave & Yuma St NW,23
W21818,t,31118,3rd & Elm St NW,20
W21819,t,31294,7th & E St SW,6
W21820,f,,,
W21821,t,32214,Reston Town Center Transit Station,17
W21822,t,31511,12th & Irving St NE,16
W21823,t,31120,10th & Florida Ave NW,21
W21824,t,31624,North Capitol St & F St NW,24
W21825,f,,,
W21826,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W21827,t,32053,Medical Center Metro ,8
W21828,t,31203,14th & Rhode Island Ave NW,20
W21829,t,31505,Eckington Pl & Q St NE,16
W21830,t,31034,N Randolph St & Fairfax Dr,13
W21831,f,,,
W21832,f,,,
W21833,t,31614,11th & H St NE,23
W21834,t,31244,4th & E St SW,19
W21835,t,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,9
W21836,t,31903,Royal & Wilkes St,17
W21838,t,31617,Bladensburg Rd & Benning Rd NE,24
W21839,f,,,
W21840,t,31023,Fairfax Dr & Wilson Blvd,14
W21841,t,32031,Taft St & E Gude Dr,3
W21842,t,31618,4th & East Capitol St NE,16
W21843,t,31276,15th & L St NW,5
W21844,t,31623,Columbus Circle / Union Station,51
W21845,t,31125,15th & W St NW,24
W21846,t,32055,Woodmont Ave & Strathmore St,12
W21847,t,31011,23rd & Crystal Dr,20
W21848,t,31917,N Lynn St & Fairfax Dr,17
W21849,t,32010,Philadelphia & Maple Ave,28
W21850,f,,,
W21852,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W21853,t,31712,Oklahoma Ave & D St NE,27
W21855,f,,,
W21856,t,31606,Potomac & Pennsylvania Ave SE,15
W21857,f,,,
W21858,t,31278,18th & R St NW,11
W21859,f,,,
W21860,t,31622,13th & D St NE,35
W21862,t,31277,17th & G St NW,5
W21864,t,31640,Maryland Ave & E St NE,23
W21865,t,31046,Henry St & Pendleton St,20
W21866,t,31641,2nd St & Massachusetts Ave NE,33
W21867,t,32046,River Rd & Landy Ln,19
W21868,f,,,
W21869,t,32204,Tysons Corner Station,9
W21870,f,,,
W21871,t,31712,Oklahoma Ave & D St NE,27
W21874,t,31915,Powhatan St & Bashford Ln,9
W21875,t,31638,1st & H St NW,18
W21876,t,31232,7th & F St NW/Portrait Gallery,23
W21877,t,31625,3rd & G St SE,27
W21878,t,31014,Lynn & 19th St North,28
W21879,t,31108,4th & M St SW,28
W21880,t,31223,Convention Center / 7th & M St NW,21
W21881,t,31064,S Stafford & 34th St S,7
W21882,t,31632,15th & F St NE,25
W21883,t,31121,Calvert St & Woodley Pl NW,13
W21884,f,,,
W21885,t,31611,13th & H St NE,29
W21886,t,32063,Amherst Ave & Elkins St,12
W21887,t,31703,Minnesota Ave Metro/DOES,5
W21888,t,31019,Wilson Blvd & N Edgewood St,13
W21889,t,31907,Franklin & S Washington St,21
W21890,t,31098,King St Metro North / Cameron St,19
W21891,t,31009,27th & Crystal Dr,12
W21892,t,31014,Lynn & 19th St North,28
W21893,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W21894,t,31245,7th & R St NW / Shaw Library,26
W21895,t,31215,Georgetown Harbor / 30th St NW,19
W21896,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W21897,t,32010,Philadelphia & Maple Ave,28
W21898,t,31121,Calvert St & Woodley Pl NW,13
W21899,t,31623,Columbus Circle / Union Station,51
W21900,t,31616,3rd & H St NE,28
W21901,t,31712,Oklahoma Ave & D St NE,27
W21902,t,31616,3rd & H St NE,28
W21904,t,31214,17th & Corcoran St NW,30
W21905,t,31214,17th & Corcoran St NW,30
W21906,t,31623,Columbus Circle / Union Station,51
W21907,t,31218,L'Enfant Plaza / 7th & C St SW,7
W21908,t,32006,13th St & Eastern Ave,9
W21909,t,31270,8th & D St NW,9
W21910,t,31305,Connecticut Ave & Newark St NW / Cleveland Park,16
W21911,t,31641,2nd St & Massachusetts Ave NE,33
W21912,t,31900,Lee Hwy & N Woodstock St,11
W21914,t,31617,Bladensburg Rd & Benning Rd NE,24
W21915,t,31505,Eckington Pl & Q St NE,16
W21916,f,,,
W21917,t,31411,Georgia & Missouri Ave NW,10
W21918,t,31038,Glebe Rd & 11th St N,12
W21919,t,31014,Lynn & 19th St North,28
W21920,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W21921,t,31406,14th & Upshur St NW,7
W21922,t,31305,Connecticut Ave & Newark St NW / Cleveland Park,16
W21923,t,31909,Mount Vernon Ave & Four Mile Run Park,13
